Order Date,Order ID,Customer ID,Product,Category,Region,Channel,Units,Revenue,Generation Persona
2025-04-10,ORD-100665,CUS-0039,Starter Kit,Starter,Hong Kong,Website,2,181.59,frequent_recent
2025-04-10,ORD-100986,CUS-0060,Everyday Set,Core,Kowloon,Website,3,274.77,steady_repeat
2025-04-10,ORD-101488,CUS-0100,Everyday Set,Core,New Territories,Website,3,236.97,steady_repeat
2025-04-10,ORD-102239,CUS-0222,Everyday Set,Core,Hong Kong,Website,2,195.91,lapsed_high_value
2025-04-10,ORD-102891,CUS-0329,Everyday Set,Core,Kowloon,Mobile App,4,356.39,cooling
2025-04-11,ORD-100346,CUS-0021,Everyday Set,Core,Hong Kong,Mobile App,2,380.25,frequent_recent
2025-04-11,ORD-101103,CUS-0070,Everyday Set,Core,Hong Kong,Marketplace,1,85.13,steady_repeat
2025-04-11,ORD-101286,CUS-0084,Everyday Set,Core,Hong Kong,Website,1,83.63,steady_repeat
2025-04-11,ORD-101984,CUS-0201,Premium Set,Premium,Kowloon,Website,3,952.62,lapsed_high_value
2025-04-11,ORD-102293,CUS-0226,Refill Pack,Consumables,International,Website,2,101.91,lapsed_high_value
2025-04-11,ORD-102434,CUS-0237,Premium Set,Premium,International,Website,1,238.45,lapsed_high_value
2025-04-11,ORD-102700,CUS-0297,Starter Kit,Starter,Hong Kong,Marketplace,4,168.94,cooling
2025-04-11,RET-102445,CUS-0238,Premium Set,Premium,New Territories,Return,-1,-203.8,lapsed_high_value
2025-04-12,ORD-100077,CUS-0005,Everyday Set,Core,International,Marketplace,4,697.93,frequent_recent
2025-04-12,ORD-100490,CUS-0029,Premium Set,Premium,Hong Kong,Website,2,516.72,frequent_recent
2025-04-12,ORD-101357,CUS-0089,Starter Kit,Starter,International,Website,1,61.29,steady_repeat
2025-04-12,ORD-102096,CUS-0211,Refill Pack,Consumables,New Territories,Mobile App,4,189.88,lapsed_high_value
2025-04-12,ORD-102706,CUS-0298,Premium Set,Premium,Kowloon,Website,4,734.83,cooling
2025-04-13,ORD-100184,CUS-0011,Premium Set,Premium,New Territories,Mobile App,2,638.24,frequent_recent
2025-04-13,ORD-101224,CUS-0079,Refill Pack,Consumables,New Territories,Marketplace,2,69.7,steady_repeat
2025-04-14,ORD-102742,CUS-0304,Starter Kit,Starter,New Territories,Website,2,71.85,cooling
2025-04-15,ORD-100154,CUS-0009,Everyday Set,Core,New Territories,Marketplace,4,513.24,frequent_recent
2025-04-15,ORD-100504,CUS-0030,Everyday Set,Core,Hong Kong,Website,2,208.78,frequent_recent
2025-04-15,ORD-100557,CUS-0033,Starter Kit,Starter,Hong Kong,Marketplace,3,259.2,frequent_recent
2025-04-15,ORD-100987,CUS-0060,Everyday Set,Core,Kowloon,Website,1,87.24,steady_repeat
2025-04-15,ORD-101381,CUS-0091,Starter Kit,Starter,New Territories,Marketplace,4,228.02,steady_repeat
2025-04-15,ORD-102111,CUS-0212,Everyday Set,Core,Kowloon,Website,1,130.47,lapsed_high_value
2025-04-15,RET-100545,CUS-0032,Starter Kit,Starter,Kowloon,Return,-1,-76.43,frequent_recent
2025-04-15,RET-101241,CUS-0080,Refill Pack,Consumables,New Territories,Return,-1,-30.02,steady_repeat
2025-04-16,ORD-100221,CUS-0013,Premium Set,Premium,Hong Kong,Website,2,437.37,frequent_recent
2025-04-16,ORD-100761,CUS-0044,Starter Kit,Starter,Hong Kong,Marketplace,1,63.98,frequent_recent
2025-04-16,ORD-101225,CUS-0079,Everyday Set,Core,New Territories,Mobile App,4,446.27,steady_repeat
2025-04-16,ORD-101466,CUS-0098,Starter Kit,Starter,New Territories,Marketplace,3,148.99,steady_repeat
2025-04-16,ORD-102112,CUS-0212,Everyday Set,Core,Kowloon,Mobile App,1,154.91,lapsed_high_value
2025-04-17,ORD-101537,CUS-0104,Refill Pack,Consumables,Hong Kong,Website,2,55.7,steady_repeat
2025-04-17,ORD-102347,CUS-0230,Premium Set,Premium,Kowloon,Website,4,1025.45,lapsed_high_value
2025-04-18,ORD-102842,CUS-0322,Everyday Set,Core,Kowloon,Marketplace,4,344.33,cooling
2025-04-19,ORD-100051,CUS-0004,Everyday Set,Core,International,Marketplace,1,148.53,frequent_recent
2025-04-19,ORD-100078,CUS-0005,Refill Pack,Consumables,International,Marketplace,2,137.26,frequent_recent
2025-04-19,ORD-100222,CUS-0013,Starter Kit,Starter,Hong Kong,Mobile App,3,195.14,frequent_recent
2025-04-19,ORD-100854,CUS-0050,Everyday Set,Core,Hong Kong,Website,4,620.73,frequent_recent
2025-04-19,ORD-101009,CUS-0062,Refill Pack,Consumables,Kowloon,Mobile App,4,109.33,steady_repeat
2025-04-19,ORD-101145,CUS-0073,Refill Pack,Consumables,Hong Kong,Marketplace,4,121.37,steady_repeat
2025-04-19,ORD-101554,CUS-0105,Everyday Set,Core,Kowloon,Website,3,263.01,steady_repeat
2025-04-19,ORD-102746,CUS-0305,Everyday Set,Core,Hong Kong,Marketplace,4,343.51,cooling
2025-04-20,ORD-100546,CUS-0032,Starter Kit,Starter,Kowloon,Marketplace,4,289.04,frequent_recent
2025-04-20,ORD-101242,CUS-0080,Everyday Set,Core,New Territories,Mobile App,4,320.71,steady_repeat
2025-04-20,ORD-101367,CUS-0090,Everyday Set,Core,New Territories,Website,4,359.16,steady_repeat
2025-04-20,ORD-101428,CUS-0095,Starter Kit,Starter,Hong Kong,Website,3,190.73,steady_repeat
2025-04-20,ORD-102853,CUS-0324,Starter Kit,Starter,Kowloon,Marketplace,2,87.89,cooling
2025-04-21,ORD-100035,CUS-0003,Refill Pack,Consumables,New Territories,Marketplace,1,39.63,frequent_recent
2025-04-21,ORD-100036,CUS-0003,Starter Kit,Starter,New Territories,Website,4,258.67,frequent_recent
2025-04-21,ORD-100273,CUS-0017,Premium Set,Premium,Kowloon,Marketplace,1,295.92,frequent_recent
2025-04-21,ORD-100812,CUS-0047,Everyday Set,Core,Kowloon,Website,1,113.37,frequent_recent
2025-04-21,ORD-101010,CUS-0062,Premium Set,Premium,Kowloon,Website,2,363.49,steady_repeat
2025-04-21,ORD-101478,CUS-0099,Everyday Set,Core,New Territories,Website,1,113.73,steady_repeat
2025-04-21,ORD-101588,CUS-0108,Starter Kit,Starter,Kowloon,Website,2,90.01,steady_repeat
2025-04-21,ORD-102374,CUS-0232,Refill Pack,Consumables,Hong Kong,Marketplace,2,98.88,lapsed_high_value
2025-04-21,ORD-102411,CUS-0235,Refill Pack,Consumables,New Territories,Website,3,138.82,lapsed_high_value
2025-04-21,ORD-102799,CUS-0314,Premium Set,Premium,Hong Kong,Marketplace,4,832.88,cooling
2025-04-22,ORD-100028,CUS-0002,Everyday Set,Core,Hong Kong,Website,4,791.57,frequent_recent
2025-04-22,ORD-100576,CUS-0034,Refill Pack,Consumables,International,Website,4,192.59,frequent_recent
2025-04-22,ORD-100722,CUS-0042,Everyday Set,Core,New Territories,Website,4,512.55,frequent_recent
2025-04-22,ORD-101034,CUS-0064,Everyday Set,Core,Hong Kong,Marketplace,3,365.11,steady_repeat
2025-04-22,ORD-101368,CUS-0090,Starter Kit,Starter,New Territories,Website,1,46.01,steady_repeat
2025-04-22,ORD-102716,CUS-0300,Premium Set,Premium,Hong Kong,Website,1,173.8,cooling
2025-04-23,ORD-101577,CUS-0107,Everyday Set,Core,Hong Kong,Marketplace,4,509.79,steady_repeat
2025-04-23,ORD-102113,CUS-0212,Starter Kit,Starter,Kowloon,Marketplace,1,65.7,lapsed_high_value
2025-04-23,ORD-102872,CUS-0326,Starter Kit,Starter,New Territories,Marketplace,2,84.47,cooling
2025-04-24,ORD-100037,CUS-0003,Everyday Set,Core,New Territories,Marketplace,1,125.1,frequent_recent
2025-04-24,ORD-100397,CUS-0024,Refill Pack,Consumables,Hong Kong,Mobile App,4,169.32,frequent_recent
2025-04-24,ORD-100595,CUS-0035,Refill Pack,Consumables,Hong Kong,Marketplace,4,244.93,frequent_recent
2025-04-24,ORD-101055,CUS-0066,Starter Kit,Starter,New Territories,Marketplace,3,172.16,steady_repeat
2025-04-24,ORD-101104,CUS-0070,Premium Set,Premium,Hong Kong,Marketplace,1,211.44,steady_repeat
2025-04-24,ORD-102800,CUS-0314,Everyday Set,Core,Hong Kong,Marketplace,2,164.09,cooling
2025-04-25,ORD-100524,CUS-0031,Starter Kit,Starter,New Territories,Website,1,54.43,frequent_recent
2025-04-25,ORD-101172,CUS-0075,Refill Pack,Consumables,New Territories,Marketplace,1,40.55,steady_repeat
2025-04-25,ORD-101455,CUS-0097,Premium Set,Premium,New Territories,Website,1,178.9,steady_repeat
2025-04-25,ORD-102707,CUS-0298,Starter Kit,Starter,Kowloon,Mobile App,2,110.45,cooling
2025-04-26,ORD-100365,CUS-0022,Starter Kit,Starter,Hong Kong,Mobile App,2,182.38,frequent_recent
2025-04-26,ORD-101201,CUS-0077,Starter Kit,Starter,Kowloon,Mobile App,4,230.58,steady_repeat
2025-04-26,ORD-101601,CUS-0109,Starter Kit,Starter,Hong Kong,Website,4,263.78,steady_repeat
2025-04-26,ORD-102294,CUS-0226,Starter Kit,Starter,International,Website,1,75.88,lapsed_high_value
2025-04-26,ORD-102517,CUS-0244,Everyday Set,Core,Kowloon,Website,1,162.77,lapsed_high_value
2025-04-26,ORD-102785,CUS-0311,Starter Kit,Starter,Hong Kong,Mobile App,2,61.24,cooling
2025-04-27,ORD-100491,CUS-0029,Everyday Set,Core,Hong Kong,Marketplace,1,121.69,frequent_recent
2025-04-27,ORD-102137,CUS-0214,Starter Kit,Starter,Hong Kong,Website,4,330.1,lapsed_high_value
2025-04-27,ORD-102375,CUS-0232,Everyday Set,Core,Hong Kong,Website,4,503.37,lapsed_high_value
2025-04-27,ORD-102387,CUS-0233,Refill Pack,Consumables,New Territories,Website,2,113.26,lapsed_high_value
2025-04-27,ORD-102467,CUS-0240,Starter Kit,Starter,Kowloon,Mobile App,2,164.89,lapsed_high_value
2025-04-28,ORD-100439,CUS-0026,Refill Pack,Consumables,Hong Kong,Marketplace,2,68.95,frequent_recent
2025-04-29,ORD-100380,CUS-0023,Starter Kit,Starter,Hong Kong,Marketplace,1,80.75,frequent_recent
2025-04-29,ORD-100666,CUS-0039,Starter Kit,Starter,Hong Kong,Marketplace,1,93.16,frequent_recent
2025-04-29,ORD-100774,CUS-0045,Everyday Set,Core,Kowloon,Website,2,253.56,frequent_recent
2025-04-29,ORD-100988,CUS-0060,Refill Pack,Consumables,Kowloon,Mobile App,2,60.73,steady_repeat
2025-04-29,ORD-101338,CUS-0088,Refill Pack,Consumables,Kowloon,Mobile App,1,41.03,steady_repeat
2025-04-29,ORD-101578,CUS-0107,Everyday Set,Core,Hong Kong,Website,4,500.08,steady_repeat
2025-04-29,ORD-102779,CUS-0310,Premium Set,Premium,New Territories,Website,2,264.34,cooling
2025-04-30,ORD-100682,CUS-0040,Refill Pack,Consumables,Kowloon,Website,1,51.41,frequent_recent
2025-04-30,ORD-100776,CUS-0045,Premium Set,Premium,Kowloon,Marketplace,3,864.47,frequent_recent
2025-04-30,ORD-101056,CUS-0066,Starter Kit,Starter,New Territories,Website,4,222.05,steady_repeat
2025-04-30,ORD-101281,CUS-0083,Premium Set,Premium,New Territories,Marketplace,1,215.84,steady_repeat
2025-04-30,ORD-102020,CUS-0204,Everyday Set,Core,Kowloon,Website,2,239.83,lapsed_high_value
2025-04-30,ORD-102162,CUS-0216,Starter Kit,Starter,Kowloon,Website,4,224.66,lapsed_high_value
2025-04-30,ORD-102388,CUS-0233,Refill Pack,Consumables,New Territories,Website,1,57.72,lapsed_high_value
2025-05-01,ORD-100723,CUS-0042,Everyday Set,Core,New Territories,Website,3,374.07,frequent_recent
2025-05-01,ORD-101212,CUS-0078,Everyday Set,Core,Hong Kong,Website,4,453.44,steady_repeat
2025-05-01,ORD-102389,CUS-0233,Starter Kit,Starter,New Territories,Website,4,304.61,lapsed_high_value
2025-05-01,ORD-102864,CUS-0325,Premium Set,Premium,Hong Kong,Marketplace,4,572.57,cooling
2025-05-02,ORD-100052,CUS-0004,Refill Pack,Consumables,International,Website,1,60.69,frequent_recent
2025-05-02,ORD-100617,CUS-0036,Everyday Set,Core,Hong Kong,Website,2,324.76,frequent_recent
2025-05-02,ORD-100964,CUS-0058,Premium Set,Premium,Hong Kong,Website,2,376.06,steady_repeat
2025-05-02,ORD-101057,CUS-0066,Everyday Set,Core,New Territories,Marketplace,4,442.41,steady_repeat
2025-05-02,ORD-101525,CUS-0103,Refill Pack,Consumables,Kowloon,Marketplace,2,69.0,steady_repeat
2025-05-02,ORD-102780,CUS-0310,Refill Pack,Consumables,New Territories,Website,2,43.99,cooling
2025-05-03,ORD-100038,CUS-0003,Refill Pack,Consumables,New Territories,Website,2,83.54,frequent_recent
2025-05-03,ORD-100274,CUS-0017,Refill Pack,Consumables,Kowloon,Website,1,44.83,frequent_recent
2025-05-03,ORD-101202,CUS-0077,Starter Kit,Starter,Kowloon,Website,4,205.5,steady_repeat
2025-05-03,ORD-102304,CUS-0227,Refill Pack,Consumables,Kowloon,Website,2,88.79,lapsed_high_value
2025-05-03,ORD-102348,CUS-0230,Starter Kit,Starter,Kowloon,Mobile App,3,187.03,lapsed_high_value
2025-05-03,ORD-102708,CUS-0298,Refill Pack,Consumables,Kowloon,Marketplace,4,122.34,cooling
2025-05-04,ORD-102240,CUS-0222,Refill Pack,Consumables,Hong Kong,Mobile App,2,66.41,lapsed_high_value
2025-05-05,ORD-100839,CUS-0049,Starter Kit,Starter,International,Website,2,163.18,frequent_recent
2025-05-06,ORD-100079,CUS-0005,Everyday Set,Core,International,Website,3,545.26,frequent_recent
2025-05-06,ORD-100080,CUS-0005,Everyday Set,Core,International,Website,2,372.77,frequent_recent
2025-05-06,ORD-100132,CUS-0008,Refill Pack,Consumables,International,Mobile App,4,224.48,frequent_recent
2025-05-06,ORD-100208,CUS-0012,Starter Kit,Starter,New Territories,Website,3,300.38,frequent_recent
2025-05-06,ORD-100505,CUS-0030,Starter Kit,Starter,Hong Kong,Website,1,61.84,frequent_recent
2025-05-06,ORD-100871,CUS-0051,Everyday Set,Core,International,Marketplace,1,172.04,frequent_recent
2025-05-06,ORD-101339,CUS-0088,Everyday Set,Core,Kowloon,Mobile App,2,252.24,steady_repeat
2025-05-06,RET-100775,CUS-0045,Everyday Set,Core,Kowloon,Return,-1,-126.78,frequent_recent
2025-05-07,ORD-100381,CUS-0023,Premium Set,Premium,Hong Kong,Mobile App,3,952.01,frequent_recent
2025-05-07,ORD-100840,CUS-0049,Premium Set,Premium,International,Marketplace,1,284.47,frequent_recent
2025-05-07,ORD-101058,CUS-0066,Everyday Set,Core,New Territories,Marketplace,2,241.64,steady_repeat
2025-05-07,ORD-101243,CUS-0080,Everyday Set,Core,New Territories,Website,3,260.4,steady_repeat
2025-05-07,ORD-102163,CUS-0216,Everyday Set,Core,Kowloon,Website,1,117.21,lapsed_high_value
2025-05-07,ORD-102191,CUS-0218,Starter Kit,Starter,Hong Kong,Mobile App,4,343.23,lapsed_high_value
2025-05-07,ORD-102801,CUS-0314,Starter Kit,Starter,Hong Kong,Website,2,100.21,cooling
2025-05-08,ORD-100326,CUS-0020,Everyday Set,Core,New Territories,Website,2,368.27,frequent_recent
2025-05-08,ORD-100683,CUS-0040,Starter Kit,Starter,Kowloon,Website,1,81.34,frequent_recent
2025-05-08,ORD-101091,CUS-0069,Premium Set,Premium,Kowloon,Mobile App,4,887.5,steady_repeat
2025-05-08,ORD-101092,CUS-0069,Everyday Set,Core,Kowloon,Website,3,391.95,steady_repeat
2025-05-08,ORD-101340,CUS-0088,Everyday Set,Core,Kowloon,Marketplace,4,415.09,steady_repeat
2025-05-08,ORD-101612,CUS-0110,Everyday Set,Core,International,Website,3,247.11,steady_repeat
2025-05-08,ORD-102412,CUS-0235,Everyday Set,Core,New Territories,Marketplace,4,453.42,lapsed_high_value
2025-05-08,ORD-102807,CUS-0315,Everyday Set,Core,International,Website,1,71.8,cooling
2025-05-09,ORD-100097,CUS-0006,Everyday Set,Core,Hong Kong,Marketplace,3,506.22,frequent_recent
2025-05-09,ORD-101324,CUS-0087,Refill Pack,Consumables,Hong Kong,Marketplace,3,87.73,steady_repeat
2025-05-09,ORD-102569,CUS-0248,Everyday Set,Core,Hong Kong,Website,4,603.06,lapsed_high_value
2025-05-10,ORD-100114,CUS-0007,Starter Kit,Starter,New Territories,Website,2,119.0,frequent_recent
2025-05-10,ORD-100185,CUS-0011,Premium Set,Premium,New Territories,Website,3,854.52,frequent_recent
2025-05-10,ORD-100307,CUS-0019,Premium Set,Premium,Kowloon,Website,4,1180.23,frequent_recent
2025-05-10,ORD-101203,CUS-0077,Starter Kit,Starter,Kowloon,Marketplace,1,56.17,steady_repeat
2025-05-10,ORD-101204,CUS-0077,Refill Pack,Consumables,Kowloon,Marketplace,1,36.32,steady_repeat
2025-05-10,ORD-101429,CUS-0095,Starter Kit,Starter,Hong Kong,Marketplace,2,127.64,steady_repeat
2025-05-10,RET-100275,CUS-0017,Refill Pack,Consumables,Kowloon,Return,-1,-44.83,frequent_recent
2025-05-11,ORD-100053,CUS-0004,Starter Kit,Starter,International,Website,3,198.37,frequent_recent
2025-05-11,ORD-101613,CUS-0110,Premium Set,Premium,International,Marketplace,4,766.77,steady_repeat
2025-05-12,ORD-100382,CUS-0023,Everyday Set,Core,Hong Kong,Mobile App,2,309.2,frequent_recent
2025-05-12,ORD-100762,CUS-0044,Refill Pack,Consumables,Hong Kong,Website,4,178.71,frequent_recent
2025-05-12,ORD-100965,CUS-0058,Everyday Set,Core,Hong Kong,Marketplace,3,258.13,steady_repeat
2025-05-12,ORD-102837,CUS-0321,Premium Set,Premium,Hong Kong,Website,4,643.78,cooling
2025-05-13,ORD-100949,CUS-0057,Starter Kit,Starter,Hong Kong,Website,1,58.26,steady_repeat
2025-05-13,ORD-101213,CUS-0078,Starter Kit,Starter,Hong Kong,Marketplace,1,65.48,steady_repeat
2025-05-13,ORD-101369,CUS-0090,Everyday Set,Core,New Territories,Mobile App,3,297.36,steady_repeat
2025-05-13,ORD-102164,CUS-0216,Starter Kit,Starter,Kowloon,Marketplace,2,110.46,lapsed_high_value
2025-05-13,ORD-102509,CUS-0243,Everyday Set,Core,Kowloon,Website,4,599.91,lapsed_high_value
2025-05-13,ORD-102876,CUS-0327,Everyday Set,Core,International,Website,4,239.55,cooling
2025-05-14,ORD-100398,CUS-0024,Starter Kit,Starter,Hong Kong,Website,4,238.51,frequent_recent
2025-05-14,ORD-101011,CUS-0062,Refill Pack,Consumables,Kowloon,Website,1,31.84,steady_repeat
2025-05-14,ORD-102754,CUS-0306,Everyday Set,Core,New Territories,Website,2,159.18,cooling
2025-05-15,ORD-100399,CUS-0024,Refill Pack,Consumables,Hong Kong,Mobile App,2,101.84,frequent_recent
2025-05-15,ORD-100492,CUS-0029,Premium Set,Premium,Hong Kong,Website,3,728.66,frequent_recent
2025-05-15,ORD-100667,CUS-0039,Everyday Set,Core,Hong Kong,Website,2,352.04,frequent_recent
2025-05-15,ORD-100668,CUS-0039,Everyday Set,Core,Hong Kong,Marketplace,3,521.04,frequent_recent
2025-05-15,ORD-101579,CUS-0107,Everyday Set,Core,Hong Kong,Website,3,336.84,steady_repeat
2025-05-15,ORD-102755,CUS-0306,Premium Set,Premium,New Territories,Marketplace,1,169.75,cooling
2025-05-15,ORD-102793,CUS-0313,Everyday Set,Core,New Territories,Marketplace,4,376.74,cooling
2025-05-16,ORD-101173,CUS-0075,Everyday Set,Core,New Territories,Mobile App,3,337.3,steady_repeat
2025-05-16,RET-102570,CUS-0248,Everyday Set,Core,Hong Kong,Return,-1,-150.76,lapsed_high_value
2025-05-17,ORD-100238,CUS-0014,Everyday Set,Core,New Territories,Marketplace,4,571.86,frequent_recent
2025-05-17,ORD-100631,CUS-0037,Everyday Set,Core,New Territories,Website,3,560.56,frequent_recent
2025-05-17,ORD-100645,CUS-0038,Refill Pack,Consumables,New Territories,Mobile App,2,122.91,frequent_recent
2025-05-17,ORD-100742,CUS-0043,Everyday Set,Core,Kowloon,Website,1,132.99,frequent_recent
2025-05-17,ORD-101396,CUS-0092,Refill Pack,Consumables,International,Marketplace,4,136.5,steady_repeat
2025-05-17,ORD-101538,CUS-0104,Everyday Set,Core,Hong Kong,Website,1,89.58,steady_repeat
2025-05-17,ORD-102179,CUS-0217,Premium Set,Premium,Kowloon,Website,2,609.55,lapsed_high_value
2025-05-17,ORD-102763,CUS-0308,Starter Kit,Starter,Kowloon,Mobile App,1,35.82,cooling
2025-05-18,ORD-100493,CUS-0029,Everyday Set,Core,Hong Kong,Website,2,254.04,frequent_recent
2025-05-18,ORD-100558,CUS-0033,Everyday Set,Core,Hong Kong,Mobile App,4,666.52,frequent_recent
2025-05-18,ORD-100951,CUS-0057,Everyday Set,Core,Hong Kong,Website,2,210.63,steady_repeat
2025-05-18,ORD-101251,CUS-0081,Starter Kit,Starter,Kowloon,Website,3,164.99,steady_repeat
2025-05-18,ORD-102492,CUS-0242,Starter Kit,Starter,International,Mobile App,3,216.16,lapsed_high_value
2025-05-18,ORD-102701,CUS-0297,Everyday Set,Core,Hong Kong,Mobile App,4,369.73,cooling
2025-05-18,ORD-102892,CUS-0329,Starter Kit,Starter,Kowloon,Marketplace,2,100.18,cooling
2025-05-19,ORD-100308,CUS-0019,Everyday Set,Core,Kowloon,Website,1,149.29,frequent_recent
2025-05-19,ORD-101325,CUS-0087,Everyday Set,Core,Hong Kong,Mobile App,3,234.97,steady_repeat
2025-05-19,ORD-102284,CUS-0225,Premium Set,Premium,Hong Kong,Mobile App,4,961.19,lapsed_high_value
2025-05-20,ORD-100855,CUS-0050,Everyday Set,Core,Hong Kong,Marketplace,4,601.22,frequent_recent
2025-05-20,ORD-100903,CUS-0053,Starter Kit,Starter,New Territories,Website,1,50.93,steady_repeat
2025-05-20,ORD-100952,CUS-0057,Starter Kit,Starter,Hong Kong,Website,1,53.22,steady_repeat
2025-05-20,ORD-101046,CUS-0065,Premium Set,Premium,Kowloon,Website,4,897.35,steady_repeat
2025-05-20,RET-100950,CUS-0057,Starter Kit,Starter,Hong Kong,Return,-1,-58.26,steady_repeat
2025-05-21,ORD-100239,CUS-0014,Everyday Set,Core,New Territories,Marketplace,4,572.84,frequent_recent
2025-05-21,ORD-100309,CUS-0019,Everyday Set,Core,Kowloon,Website,4,536.08,frequent_recent
2025-05-21,ORD-100763,CUS-0044,Everyday Set,Core,Hong Kong,Mobile App,3,371.83,frequent_recent
2025-05-21,ORD-101035,CUS-0064,Refill Pack,Consumables,Hong Kong,Website,1,36.48,steady_repeat
2025-05-21,ORD-102043,CUS-0206,Refill Pack,Consumables,New Territories,Mobile App,1,47.89,lapsed_high_value
2025-05-21,ORD-102151,CUS-0215,Everyday Set,Core,Hong Kong,Website,3,429.58,lapsed_high_value
2025-05-22,ORD-100743,CUS-0043,Premium Set,Premium,Kowloon,Marketplace,4,1065.73,frequent_recent
2025-05-22,ORD-102021,CUS-0204,Refill Pack,Consumables,Kowloon,Marketplace,3,133.16,lapsed_high_value
2025-05-22,RET-101580,CUS-0107,Everyday Set,Core,Hong Kong,Return,-1,-112.28,steady_repeat
2025-05-23,ORD-100494,CUS-0029,Starter Kit,Starter,Hong Kong,Website,4,285.43,frequent_recent
2025-05-23,ORD-100744,CUS-0043,Starter Kit,Starter,Kowloon,Marketplace,3,214.65,frequent_recent
2025-05-23,ORD-102832,CUS-0320,Refill Pack,Consumables,Hong Kong,Website,2,64.58,cooling
2025-05-24,ORD-100115,CUS-0007,Premium Set,Premium,New Territories,Marketplace,3,734.78,frequent_recent
2025-05-24,ORD-100618,CUS-0036,Refill Pack,Consumables,Hong Kong,Website,3,192.54,frequent_recent
2025-05-24,ORD-100826,CUS-0048,Everyday Set,Core,International,Website,4,488.86,frequent_recent
2025-05-24,ORD-101501,CUS-0101,Everyday Set,Core,Kowloon,Marketplace,2,230.05,steady_repeat
2025-05-24,ORD-101876,CUS-0155,Everyday Set,Core,Hong Kong,Website,3,323.85,growing
2025-05-24,ORD-102727,CUS-0302,Everyday Set,Core,Kowloon,Marketplace,1,91.52,cooling
2025-05-25,RET-102493,CUS-0242,Starter Kit,Starter,International,Return,-1,-72.05,lapsed_high_value
2025-05-25,RET-102702,CUS-0297,Everyday Set,Core,Hong Kong,Return,-1,-92.43,cooling
2025-05-27,ORD-101133,CUS-0072,Refill Pack,Consumables,Hong Kong,Website,1,43.06,steady_repeat
2025-05-27,ORD-101185,CUS-0076,Premium Set,Premium,International,Marketplace,3,618.15,steady_repeat
2025-05-27,ORD-101269,CUS-0082,Everyday Set,Core,Hong Kong,Website,4,355.16,steady_repeat
2025-05-27,ORD-101602,CUS-0109,Everyday Set,Core,Hong Kong,Mobile App,3,354.44,steady_repeat
2025-05-27,ORD-101798,CUS-0141,Premium Set,Premium,Kowloon,Mobile App,3,494.29,growing
2025-05-27,ORD-102764,CUS-0308,Refill Pack,Consumables,Kowloon,Website,3,73.48,cooling
2025-05-27,ORD-102825,CUS-0319,Starter Kit,Starter,Hong Kong,Website,1,44.15,cooling
2025-05-28,ORD-100977,CUS-0059,Everyday Set,Core,Hong Kong,Website,4,404.07,steady_repeat
2025-05-28,ORD-101555,CUS-0105,Refill Pack,Consumables,Kowloon,Mobile App,1,30.46,steady_repeat
2025-05-28,ORD-101821,CUS-0146,Everyday Set,Core,New Territories,Website,3,285.64,growing
2025-05-28,ORD-102690,CUS-0296,Everyday Set,Core,Kowloon,Marketplace,4,320.35,cooling
2025-05-28,ORD-102765,CUS-0308,Refill Pack,Consumables,Kowloon,Marketplace,1,27.21,cooling
2025-05-29,ORD-101526,CUS-0103,Starter Kit,Starter,Kowloon,Mobile App,4,168.87,steady_repeat
2025-05-29,ORD-101539,CUS-0104,Starter Kit,Starter,Hong Kong,Marketplace,2,101.17,steady_repeat
2025-05-29,ORD-102717,CUS-0300,Everyday Set,Core,Hong Kong,Marketplace,4,329.36,cooling
2025-05-30,ORD-100966,CUS-0058,Starter Kit,Starter,Hong Kong,Marketplace,1,46.17,steady_repeat
2025-05-30,ORD-101513,CUS-0102,Everyday Set,Core,Kowloon,Marketplace,4,338.0,steady_repeat
2025-05-30,ORD-102759,CUS-0307,Starter Kit,Starter,Kowloon,Marketplace,1,46.58,cooling
2025-05-31,ORD-100276,CUS-0017,Everyday Set,Core,Kowloon,Mobile App,3,470.75,frequent_recent
2025-05-31,ORD-100468,CUS-0028,Everyday Set,Core,Kowloon,Website,3,415.45,frequent_recent
2025-05-31,ORD-102833,CUS-0320,Everyday Set,Core,Hong Kong,Marketplace,3,241.12,cooling
2025-06-01,ORD-100223,CUS-0013,Premium Set,Premium,Hong Kong,Website,2,520.11,frequent_recent
2025-06-01,ORD-100525,CUS-0031,Everyday Set,Core,New Territories,Website,1,128.36,frequent_recent
2025-06-01,ORD-101686,CUS-0123,Refill Pack,Consumables,Hong Kong,Website,1,40.85,growing
2025-06-01,ORD-102518,CUS-0244,Everyday Set,Core,Kowloon,Website,4,667.43,lapsed_high_value
2025-06-01,ORD-102731,CUS-0303,Refill Pack,Consumables,Hong Kong,Website,2,47.67,cooling
2025-06-02,ORD-100133,CUS-0008,Premium Set,Premium,International,Website,1,333.34,frequent_recent
2025-06-02,ORD-101065,CUS-0067,Starter Kit,Starter,Kowloon,Mobile App,1,53.76,steady_repeat
2025-06-02,ORD-101604,CUS-0109,Everyday Set,Core,Hong Kong,Marketplace,4,502.42,steady_repeat
2025-06-03,ORD-100327,CUS-0020,Everyday Set,Core,New Territories,Marketplace,1,173.36,frequent_recent
2025-06-03,ORD-100366,CUS-0022,Everyday Set,Core,Hong Kong,Website,4,684.91,frequent_recent
2025-06-03,ORD-101655,CUS-0117,Premium Set,Premium,New Territories,Website,4,988.51,growing
